Unnamed: 0,Emotion,Sentence
32,Fear,"con này còn hại hơn cả ốc_bươu_vàng . cấm nhanh còn kịp , để nó ra ngoài thì chỉ có người nông_dân thiệt thôi"
895,Enjoyment,ấm_áp ghê = ) )
51,Other,chụp không biết_bao_nhiêu lần rồi
453,Anger,"sao mày không viết nhanh lên , mày lấy tay chặn làm gì có giúp mày tốt hơn không hả ?"
1777,Surprise,sao đũy đó có_thể mập được vậy nhỉ
541,Sadness,"trượt rồi , còn đâu mà rủ 😞"
439,Disgust,loạn hết rồi
1512,Anger,bọn óc vật 🙂 đụng vào con_cháu nhà tao thử
1906,Surprise,cha con y chang nhau 😂 1 khuôn đúc ra
1090,Enjoyment,"cần gì xa_hoa đâu , thế này là hạnh_phúc , thấy thương và ngưỡng_mộ ông_bà quá"
1661,Disgust,thằng này con nhà cán_bộ hay sao mà rớ con nhỏ này mà vẫn chưa đi tù ?
345,Other,nuôi sao mà trông béo_tốt thế kia : v chỉ bí_quyết đi
556,Other,tại_sao cứ đa_số là trèo cột điện với mái nhà nhỉ . ai giải_thích mình với ? ?
660,Disgust,7 thằng này không phải con_người chúng_mày ạ
466,Enjoyment,minh tu nguyen_thuận phạm quan_trọng đồng_nghiệp có hợp phong_thuỷ với mình hay không hâhhah
269,Other,phố mày co ́ đô ̀ người nghiê ̣ p tô ́ tao ghê : )
1923,Disgust,làm như đứa con_gái nào cũng ham tiền . gái tốt thíu gì
1698,Disgust,"bọn phục_vụ nhà_bếp toàn là chó , chó mới ăn thịt thúi bẩn như_vậy ."
778,Other,ngày_nay bã đã thay cho thính : )
106,Enjoyment,có mưa cảm_giác như được sống lại : )
1702,Surprise,cái này đẹp tía
1545,Disgust,quả này lại là nhà dột từ nóc rồi ; ( (
1167,Other,ngoài_ra thì nó còn bị mang_tiếng là thả thính cả xã_hội nữa
947,Disgust,ở nhà vênh lắm đi bộ_đội thì yếu_ớt vãi
461,Anger,mày không sai thì chẳng_lẽ tao lại sai à ?
1862,Surprise,bộ phim hấp_dẫn quá
1526,Sadness,xem xong thấy buồn quá
1552,Enjoyment,đáng yêu vại trời
1642,Other,vậy thì các bác chưa biết rồi
1293,Disgust,lại ngáo đá rồi
745,Other,lâu quá rồi không nghe
794,Other,liệu nó có bay nổi hay không ? .
74,Other,theo tao thì mày nên chọn thằg nhiều tiền . đến năm cuối thì mày quay lại chọn với thằg nhiều tiền học bổg . mày hỏi vậy là mày được lựa_chọn mà . đấy là cách tốt nhất cho người hám tiền như mày
1590,Disgust,còn trẻ trâu lắm cả hai đứa
866,Enjoyment,1 lần thôi cũng đủ xao_xuyến anh rồi
579,Sadness,giá mà có ai để giận : v
1311,Enjoyment,thằng này : ) ) chắc giống cảm_nhận của ông lái oto hôm_qua
1595,Enjoyment,tài_năng cho làng đua xe_đạp tương_lai là đây chứ đâu ✌ ✌
1524,Anger,"dume , phải con tao thì đéo bao_giờ chúng_mày có cơ_hội xin_lỗi luôn ."
130,Enjoyment,người_ta thôi chứ vợ mình là số 1 . mình chưa bao_giờ chê . 😍
770,Disgust,disme tao chưa thấy con_họa mi nào hót dở như con này luôn á . 🤔 🤔
180,Fear,nguy_hiểm lắm
819,Other,ta và nàng cùng quên .
1910,Enjoyment,qua câu_chuyện vừa bịa ra tôi hi_vọng các bạn sẽ có cái nhìn thoáng hơn về csgt việt nam 😂 😂
940,Sadness,tớ chỉ an_ủi bạn í thôi mà : (
1051,Disgust,tởm nhìn đã kinh
196,Fear,đi đường buổi đêm nhìn thấy hãi vãi ? ?
1810,Disgust,bố mày lậy chúng_mày đấy
463,Other,"cho phải công_bằng , nếu không anh_chị_em không hoà_thuận ."
1181,Sadness,thằng này hồi ở tam_kì hay nghe . giờ nghe lại buồn ds
1014,Enjoyment,cái này phải hơn 20 năm rồi . lần đầu không biết canh lửa nên cơm khét hoài 🤣
1873,Disgust,còn em_trai cưng của tao sang nhà người_thân_quen của gia_đình chowi thế_là bị nhà họ nhốt lại hẳn 10 ngày liền . dlm nhốt lại để em_trai tao bắt chuột cho nhà họ mới hãm lồn
475,Other,ủa rồi chân một khúc như tao nhảy kiểu gì ? 🙂
1335,Enjoyment,nhớ thời ở ký_túc_xá quá đi thằng này
858,Disgust,mấy đứa con_gái chơi với nhiều đứa con_trai nghĩ là bình_thường nhưng mấy đứa con_trai lại nghĩ con đó lẳng_lơ
431,Enjoyment,êu ơi sao con mụ này không gặp mình nhờ : ) ước gì có con mụ thế này tông vào mình ý : ) klq mà giọng bé quay video đáng yêu thế ❤ ️
1343,Disgust,cuốn sổ vô_dụng nhất mà tôi từng biết . ơn giời nó không còn nữa
1593,Sadness,"nhớ quá , độ chục năm không đi soi ve rồi : ("
161,Fear,bố mày đã sợ nhện rồi xem cái video này . vãi đái : (
97,Other,rồi rủi gặp phải thằng người_yêu con kia cục_súc nó lại xiên cả đám : )
1629,Surprise,em này sao giống chị tao quá_vậy
1796,Surprise,thằng này cú này hoành_tráng hơn bệnh_nhân của anh luôn nè
1839,Disgust,"thằng này mợ mệt , trưa nào cũng nhìn mày nhai chóp_chép . ."
1284,Surprise,đẹp_trai mà bị đá à
357,Fear,ám_ảnh thật_sự
1342,Sadness,sao nỡ lòng nào khiển_trách bác ấy . còn họp kiểm_điểm nữa . tội quá .
592,Other,đã tìm ra cụ tổ của những chiếc sừng
1429,Anger,đúng là khốn_nạn mà
223,Disgust,rốt cục mạnh quá nên nghĩ võ cũng chỉ tăng thêm độ ngầu thôi : ) chủ_yếu đối_với sai chỉ là một pha sử lý cồng kền : ) )
279,Other,mấy thanh_niên đi xong về có yêu nhau không nhỉ ?
1742,Enjoyment,tao phải công_nhận là nó giỏi vãi . từ đứa diễn đến đứa quay và edit video . . giỏi vãi 🤣
221,Other,quan_trọng là họ quảng_cáo nói có đúng không . hay_là được ít năm hỏng thì mệt
1434,Enjoyment,chuyên_cơ tt quá đẹp ! bao_giờ má mua được chiêc như vâ ̀ y trơi ̀ ! !
1906,Surprise,cha con y chang nhau 😂 1 khuôn đúc ra
1095,Enjoyment,chuẩn không cần chỉnh chỉ cần sửa thôi .
1514,Sadness,khóc hết nước_mắt 😞 😞
1635,Enjoyment,cảm_động người thầy đưa học_sinh đi làm hồ_sơ 🙄
396,Enjoyment,thằng này vẽ đẹp cũng có thú_vui của nó mày : ) )
1942,Surprise,não bọn này nhiều nếp nhăn đấy
1732,Disgust,hỏng xe và phải đền tầu_hỏa . có_thể phải đi tù nếu gây hậu_quả nghiêm_trọng . đầu đất là có thật . 😔
1896,Surprise,làm_sao mặc áo được ta 😂 😂
570,Anger,xin phép phẫn_nộ
861,Sadness,"chủ_động nói_chuyện , nhắn_tin khi có time . nhưng đời không như mơ"
1102,Disgust,"bạn này không biết cách dọn phòng rồi , phải áp_dụng hóa học vào đây nhé , mút sẽ bị tan chảy khi tẩm xăng vào , cho nên bạn cần phải đổ xăng vào mút , việc tiếp_theo là ta cần 1 ngọn lửa"
672,Other,chắc gái xấu : p
1258,Anger,"đm tao quăng bể mẹ nó cái màn_hình , chó admin - _ -"
1532,Sadness,làm_bộ_mặt ngầu cho thằng thỏ để_ý mà thằng này láo ăn thiệt đéo cho mình ăn ké quê thiệt là quê luôn
334,Disgust,"thằng này mất_mặt thật_sự , quán bún đậu đó không biết có dán mặt_mày lên không"
1886,Disgust,"nhiều người nói con này giả ngu câu thích , nhưng xem_lại nhiều lần thấy nó ngu thiệt chứ không phải giả_bộ"
803,Other,buồn nào rồi cũng sẽ qua chỉ có buồn_ngủ không tha ngày nào thôi
235,Fear,tao coi tao sợ nó lọt quá bây
1917,Surprise,sao chúng_nó dã_man thế nhỉ
1957,Disgust,"dume lương cao nhất vẫn là các lãnh_đạo nhé , trăm đến nghìn_tỷ : ) mà toàn chạy thêm xe_ôm với bán rau : )"
1073,Disgust,200 triệu này lấy từ nguồn ngân_sách nào để bồi_thường ? hay cứ lấy từ từng đồng_tiền thuế của người dân để sửa_sai_lầm cho 1 cá_nhân hay một đơn_vị tư_pháp ?
1810,Surprise,thằng này ý_nghĩa giống phim không ?
1517,Enjoyment,"muốn hun , muốn ngắt , muốn nhéo , muốn tán vào cái mặt nó ghê , yêu vãi ?"
1945,Surprise,đoạn phim thôi mà ý_nghĩa_thế
1804,Surprise,"má ơi , coi đến fire tưởng quảng_cáo rạp chiếu_phim , đến cuối té_ra là mái nhà = ) )"
546,Other,bếp dầu chủ cái gì nữa
1548,Sadness,lúc tối mày cũng nằm_mơ nèo nhà mày về . ước gì nó là sự_thật 😢
368,Fear,nổii da_gà hic
773,Sadness,"tụi mày có hiểu được cảm_giác , muốn bắt_chuyện mà không dám bắt không ? ? tụi mày có hiểu được cảm_giác vờ ngủ gục để nhìn nó không ? ? tụi mày đã từng nhìn nó thật kỉ , thật tỉ_mỉ chưa ?"
1559,Enjoyment,ngầu lắm bạn ạ ^ ^
1043,Sadness,"ai ở gần đó xin hãy giúp chú , thương chú"
1231,Sadness,thằng này đau hơn chia_tay người_yêu nữa
487,Enjoyment,thằng này thích quáa
437,Anger,phải cho chúng_nó vào tù hết 1 lượt cho chúng_nó ăn chính thực_phẩm chúng_nó bán đi cho nó nhớ
1500,Disgust,kệ cha nó
186,Other,"vậy đấy , thế nên con_gái mới toàn bị lừa = )"
123,Fear,đã sợ rồi . . cố_gắng hí mắt để xa ra để coi như thế_nào . . khúc cuối hết_hồn dục luôn cái điện_thoại : )
306,Fear,"hồi nhỏ đi học phải ngang qua nhà nuôi ngỗng nó dí chạy thấy bà luôn , ngày nào cũng phải cầm cái cây theo . thề luôn tới giờ tao vẫn còn sợ con này khiếp luôn 😭"
1243,Fear,"hồi nhỏ hay bị ngỗng rượt , vừa chạy vừa khóc la 🤣 🤣"
734,Anger,đồ điên
851,Other,tán mãi mới đổ muốn chia_tay cũng phải từ từ
1804,Surprise,"má ơi , coi đến fire tưởng quảng_cáo rạp chiếu_phim , đến cuối té_ra là mái nhà = ) )"
24,Other,đen thôi đỏ vẫn thế
1316,Disgust,"đúng rồi , ngưng ảo_tưởng"
398,Anger,"ở mình bà đéo ông đéo nào cũng muốn dậy đưa giỏi , đứa ngu hay nghịch tý là ông_bà ý làm ầm lên ."
822,Enjoyment,đố ai định_nghĩa được tình_yêu . có khó gì đâu một buổi chiều . kề dao vào cổ yêu không hả . gật đầu lia_lịa thế_là yêu 🤣
1413,Disgust,loài_người thật đáng sợ
696,Other,"lúc sinh ra rồi , con_gái không nói , là con_trai thì ổng sẽ phải ước mình chưa đẻ ra nó , có thêm đứa tranh vợ với mình mà 😂 😂"
985,Enjoyment,nhà tao còn nè
774,Sadness,tao giận bạn trai tao và 5 ngày rồi nó đéo dỗ tao luôn hix
1426,Sadness,tao kìm_nén lâu qá rồi mà 😌 😌 tức nước vỡ bờ thôi
514,Sadness,quản_trị viên cho hỏi nghệ_an lúc_nào mưa vậy ah 🌧 🌧 . . ốm cũng cam lòng chứ vã lắm rồi 🥵 🥵
410,Enjoyment,chút mua . hehe
1690,Surprise,ông nội này chất đấy
216,Fear,tao mà bị như này thì chắc tao chết luôn c ạ 😂 😂 thằng này
133,Disgust,biết giả vẫn phải tạo
1194,Sadness,"chấp_nhận đau_khổ , để đổi lấy hạnh_phúc , mà tìm mãi hạnh_phúc không đến thế mới đau em ."
392,Disgust,kể_cả là câu_chuyện không có thật thì nó vẫn là một lời nhắc . sân si cái đầu buồi à .
1279,Sadness,đau bụng quá ự ự
583,Enjoyment,ý là giọng quê tao đó hã
508,Other,tin tao đi tiền là thứ duy_nhất làm động_lực để mày vui : ) ) tao chia_tay xong . cắm mặt vào làm để mua_sắm và du_lịch : ) )
1265,Anger,tiên_sư bố mày vỡ màn_hình tao rồu
1109,Enjoyment,mong ông_bà nhiều sức_khoẻ . đáng yêu thực_sự 😍
366,Enjoyment,cái ông aamir khan đóng phim nao cũng hay và ý nghia het
1148,Enjoyment,trời má cute vãi loz
807,Disgust,bọn fa sẽ nói tao lấy ảnh mạng cho mà xem
1497,Disgust,sự thất_bại của giáo_dục
1663,Enjoyment,nhanh lẹ hiệu_quả cao 😂 😂
1065,Disgust,thằng nào phán sai bỏ tiền_túi ra mà đền cho người bị oan sai đừng lấy tiền của nhà_nước
9,Enjoyment,cháu tao thì có vẻ như có phần chững_chạc hơn = )
37,Fear,"😔 tao không lấy chồng nữa , ở nhà nấu cơm cho mẹ , tao sợ lắm"
14,Fear,đag đi học mà gặp cảnh này : ) ) chắc chạy về cúp học luôn
485,Anger,trung_thu là tết thiếu chi chả liên_quan chi đến việc tao không có gấu
1359,Disgust,ngu chưa . đăng lên để rồi bị chửi
1439,Enjoyment,lạc_quan lên cưng ❤
634,Sadness,nhiều khi cũng muốn chọc cho người_yêu giận nhưng mới nhớ ra mình đéo có người_yêu 😌
111,Fear,rơi mất tim . nguy_hiểm_thiệt ^ ^
1925,Surprise,7 năm rồi . nhanh quá
1001,Enjoyment,thằng này nuôi đi anh còn kịp chả già mất 😂
9,Anger,dm đã mải đạp xe rồi còn hỏi hoi cái lol gì vậy ?
244,Other,thằng này bao_giờ mày mới được nv nhỉ
376,Disgust,nhìn ghê vãi . ai nuôi mà ác_thế
89,Enjoyment,"chia_sẻ cho anh_em , haha"
468,Other,lấy vợ xong đã đầu_tư được cái váy với cái vương_miện rồi
575,Sadness,tôi khóc lun . huhu
1766,Disgust,video này là để động_viên mấy đứa chán đời và cuộc_sống này rất nhạt ahihi
528,Enjoyment,""" tụi mình tuy không yêu nhau hai lần , nhưng nếu có cơ_hội . anh chắc_chắn vẫn tặng em đoá hồng đẹp nhất """
89,Disgust,"thứ hãm lol , trêu vô_duyên vãi , xấu mặt dân tao"
480,Sadness,"ai nói kết có_hậu , đầu khấc mất vợ tương_lai kia kìa"
1082,Enjoyment,"cả phim_trừ anh dv chính ra thì thấy anh này là đáng yêu nhất , dù nhìn hơi hâm hâm tý"
342,Anger,page rẻ rách đĩ mẹ tao bỏ theo_dõi súc_sinh cận bả xã_hội dcm 18 đời nhà mày : )
1515,Sadness,coi xong đoan này . tao thấy nhớ nhà vô_cùng 😭
1275,Anger,chụy hiền quá mòa . sao chọc chị điên vậy . đụ má tụi bây . .
597,Sadness,có tiền sẽ thấy các vị gọi là thượng_hạng còn không tiền sẽ chỉ thấy vị mặn của mồ_hôi + nước_mắt
1095,Disgust,tao nói thiệc cả đời tao chưa gặp con đỉ gia_cầm nào sân si bằng con ngỗng . đỉ chó . : )
21,Enjoyment,ghét nhất mấy loại bép_xép thế thôi . nhanh gọn lẹ 😂
275,Fear,dume mặc_dù tao rất yêu chó nhưng tao cũng sợ chó nữa : ( (
478,Other,tình_yêu đâu phân_biệt là gay hay không gay vì đó là sự lựa của con tim mà họ đã nhắm tới ! .
1266,Anger,vợ với con chả được tích_sự gì ! toàn làm hết_hồn ? ?
183,Enjoyment,mùa hè không nóng đây rồi
413,Enjoyment,xong là phê lắm mày
372,Anger,đã sợ nhện rồi mà gặp thằng admin chơi trò mất_nết : ( (
851,Enjoyment,"thằng này đi coi với tao , phim này hay nhất_định phải coi"
442,Sadness,biết là đau_lòng nhưng sao bản_thân vẫn muốn biết nó
1844,Anger,chắc tao đấm chết mẹ nó quá 😠 😠
874,Other,có người còn thả haha não gì ấy nhỉ . gạch đá xin nhận
239,Fear,"đi chơi gặp 3 con mất dậy này vừa bị dí vừa bị cạp đít đau không chịu được sau phải nhảy lên cây để trốn , giờ gặp là sợ 😭 😭"
1537,Sadness,"ước gì con về với mẹ . đợi mấy tháng rồi vẫn chưa thấy bóng_dáng con , mong con vẫn sống ."
960,Disgust,"chăn lắm lông , bắp_tay thì to ôi tuổi_thơ của tao : 3"
563,Anger,liên_quan đéo gì . trung_thu tết đoàn_viên gia_đình chứ đoàn_viên người_yêu đéo đâu .
1294,Disgust,cho ̣ c mù mắt tao đi 🤣 🤣
1723,Disgust,bởi_vậy không nên bình_luận trên facebook làm gì . nhìu đứa nó nhây cãi_lộn mệt người .
793,Other,"bên đó cậu sao rồi , có hay cười nữa không ?"
742,Sadness,chưa bao_giờ được nge câu này 😞
1101,Enjoyment,ai muốn đi thái hè này với tôi nào cũng chim ưng phết đấyy : )
402,Enjoyment,dume dễ_thương vãi ? ?
1742,Disgust,"vừa ngu vừa ngông thì thế , làm trễ tàu của người_ta"
1787,Anger,để con_mẹ mày tiếng bình_thường nghe cho dễ . lại còn làm đéo đéo
902,Enjoyment,tự_nhiên muốn có con 😐 dume
1251,Anger,mẹ cái lũ thầu nấu_ăn cho trẻ_con . ai cũng bảo chúng_mày nấu 1 năm có có hàng tỉ tiền . mẫu_giáo còn hại được thì cấp 1 tha gì .
73,Fear,tình_cờ gặp nó và đột_nhiên cắm mặt bỏ chạy như_điên
784,Enjoyment,"thường thì người thuận tay_trái sẽ bị bệnh này : v , riêng tao thuận vả 2 tay nên chả sao"
563,Anger,liên_quan đéo gì . trung_thu tết đoàn_viên gia_đình chứ đoàn_viên người_yêu đéo đâu .
1763,Surprise,thằng này anh tập gym cho to để như thế_nào ư : )
1635,Other,mấy con bò nó nhột nó lại cắn cho giờ
640,Other,thằng này hôm_nay tới lượt đứa nào nấu cơm
594,Sadness,rồi tôi sẽ hết được uống nước ở đây nữa : ( (
1364,Enjoyment,là con bé_con điên_khùng và phiền vãi nhưng bạn vẫn yêu nó vãi chưởng : )
509,Sadness,buồn_thế nhỉ . tao mới mua con thằng này chưa nổi 1 năm . thế này thì biết sống sao 😨 😨
1231,Anger,"đừng so nó với chó . , vì chó nhà tao cũng từng bị nó cắn rồi 🤧 . nó đéo ' sợ bố con thằng nào cả ."
1598,Enjoyment,quá giỏi . đạp đến ngất đi mà không quay đầu . sau_này em sẽ thành_công . chắc_chắn_vậy
167,Fear,"khi xưa bị rượt 1 lần mà nhớ_đời , còn mổ tao nữa chứ 😨"
426,Anger,nhà nào nuôi nó mà ác_thế
894,Sadness,nhìn con mắt thấy đau_đớn . tội em quá ?
880,Sadness,bài mà từng nghe khi tổn_thương lần đầu
1499,Sadness,tao được thấy nói_chuyện mắt của bố tao khi tao bệnh và khi tao lấy chồng
369,Enjoyment,"thằng này nếu có khi nào thấy bản_thân vô_dụng hay_là thất_bại , thì hãy nhớ có những người chế_tạo ra mấy cái của nợ này . = ) )"
976,Other,thằng này thử cảm_giác mạnh
111,Fear,rơi mất tim . nguy_hiểm_thiệt ^ ^
350,Fear,hú_hồn chim én : ) nào làm ra này chắc cũng ngáo dữ : ) chắc add không sợ nhện : )
1933,Anger,đúng là không_thể chấp_nhận được
78,Disgust,vô liêm_sỉ
1368,Disgust,nó lợi_dụng ở 1 khía_cạnh nào đó mà thôi
526,Sadness,"chúng_ta hầu_như_ai cũng dùng đôi mắt bao_dung để nhìn một người xa_lạ , mà đối_với người_thân bên cạnh lại chỉ nhìn thấy khuyết_điểm mà thôi . ."
445,Anger,cay vãi lồn
867,Sadness,"tuổi_thơ tao gặp toàn trai bánh bều , mít_ướt . toàn là tao galang , dỗ_dành . ôi cái cuộc_đời này thằng này"
149,Fear,nhiều lúc sợ bị pê đi
297,Disgust,cái này giả thui nhé . 1 tài_liệu mật của nasa mà cái kênh cùi này có được à 😂
1916,Fear,gì mà ghê_vậy 😑 sởn gai_ốc
295,Enjoyment,ráng ăn cho nhìu vô ỉa cục cức dài hơn móng tay ổng luôn kk
511,Anger,bọn này không phải là người . cho đi tù hết . chỉ sợ nó có tiền nó bịt miệng thôi
1304,Sadness,khóc vãi 😭
181,Enjoyment,add cứ khoe đi . mai lại chặt hết như nguyễn trãi mà 😂
170,Other,thằng này con nghĩ cậu nên thử
1643,Surprise,ủa rồi mắc gì phí cả 1 đời 🙂
1871,Anger,bạn khốn_nạn
1849,Anger,tiên_sư bố nhà mày . tao chịu hết nổi rồi nhé 🤤
553,Surprise,thằng này biết không : )
1069,Disgust,căn_bản là họ không đáng cho mình trân_trọng thôi . thằng này
1459,Enjoyment,"nhiều nước quá , lấy bát về múc nước ra thêm tí đường vào là có 1 bát nước_gạo ngon_lành"
1054,Enjoyment,không biết crush có thích uống nước_mắm không để còn tặng nàng chai nam ngư 900ml : ) )
249,Fear,mỗi lần về quê mà sắp_sửa đi qua chuồng ngỗng tao phải cầm cây chổi lông gà mới đi được đấy dume . quơ quơ vòng_vòng cho mấy đĩ ngỗng né xa ra rồi chạy thụt lol luôn : = ]
760,Sadness,"có lần ba tao mua bánh kem sinh_nhật cho tao , lúc đấy tao 13t nhưng khi ba tao mua về thì lại là 15t 😶"
1066,Other,bản_chất tham_lam của con_người thể_hiện ngay từ những việc nhỏ . .
273,Disgust,đúng rồi . tất_cả chỉ là lừa_dối thôi . nhớ nhé . .
715,Fear,chuột mà làm như người vậy . . ít hôm nó gặm cả rắn cả dây thì thấy mẹ . .
1000,Sadness,có tiền chưa chắc đã ngọt nhưng nếu không có tiền chắc_chắn là đắng .
1291,Disgust,tại_sao không áp_dụng khoảng 2 điều 320 luật hình_sự 2015 phạt tù từ 3 - 10 năm về tội hành_nghề mê_tín dị_đoan gây ảnh_hưởng xấu đến an_ninh trật_tự và an_toàn xh mà chỉ phạt con mụ đó 5 triệu đồng ? hay là vong đòi phạt hành_chính 5tr thôi 😬
854,Disgust,rốt_cuộc thằng bé này ở đâu xuất_hiện mà có ảnh chế nhiều vậy
428,Sadness,"đến lúc yêu nhạt cực : ) tao thề ! kiểu chán chán , muốn quay về đơn_phương hơn"
1608,Enjoyment,bấy bề ơi . thật là đáng yêu
280,Anger,cái loại ngu_si này nên nhốt nó tù chung_thân lao_động công_ích cho nhà_tù để giúp_ích lại những cái nó đã phá_hoại
883,Other,dân dùng bằng giả có được khiển_trách không nhỉ
1206,Sadness,nhớ tới mối tình đơn_phương !
47,Other,yên_tâm đi ông trời không bất_công với ai đâu
806,Disgust,dume thằng ghép nhạc nhé ?
1705,Disgust,dume nhát ma_vậy ai coi
380,Other,bây_giờ lại chơi trò đánh tư_sản mại_bản như ngày_xưa đi nhể
578,Anger,con mụ mất_dạy . già mà lăng_loàn . thấy người_ta yếu_thế hơn mà khôg giúp dựng cái xe dậy rồi nói với nhau vài câu tử_tế . lại còn tỏ nguy_hiểm_định ăn cức người_ta ak
1453,Disgust,kéo quần lên rồi nói_chuyện tiếp . kém sang
697,Other,hẳn là phạt 5 triệu luôn
1006,Enjoyment,móe . con nhện . cười đau cả ruột .
112,Fear,có thì tốt nhất đừng có giận vì ngoài kia bất_cứ thằng nào cũng sẵn_sàng dỗ_dành bạn gái của bạn 😋
1003,Enjoyment,"ở nói_chuyện ngoài hộ không khì thị về giới_tính , họ cho được kết_hôn . chứ họ không kì_thị như ở việt nam mình hai người kia họ thật dũng_cảm khi sống thật với giới_tính của mình"
164,Fear,ám_ảnh đến bây_giờ 24 tuổi vẫn sợ ngỗng : )
1809,Enjoyment,"moá nó , cười đau hết cả ruột"
1642,Surprise,thì ra nó là như này à
456,Sadness,vì mình chỉ là giờ giải_lao trong một hiệp chơi chính của họ
1294,Enjoyment,chị_em mình giờ nói ít thôi haha
1279,Disgust,nhìn quả pin ngứa_mắt vãi
614,Anger,5 triệu nhằm nhò gì so với 1 khoá lễ của bả ? sao không cho hành_nghề vĩnh_viễn luôn đi . chỉ cấm ở ba vàng thì lại lộng_hành ở chỗ khác thôi .
253,Fear,"tuổi_thơ của tao sợ nhất là con này , không làm gì mà nó cũng rược , suốt ngày thì kêu um sùm"
647,Other,họ có_thể không giàu_có về vật_chất nhưng hạnh_phúc của họ giàu hơn rất nhìu người ❤
261,Fear,tưởng_tượng mà dưới sông có cá_sấu nữa chắc hết dám đi
1905,Surprise,anh thật máu_lửa 🤣
1748,Surprise,"như mình mà trèo lên là bị phóng_điện luôn bạn nhỉ , mình cũng không hiểu được sao bọn nó không bị"
41,Fear,bố_mẹ tao đọc được tin này + xem cặp lá yêu_thương nữa thì bữa trưa nay tao không dám ăn cơm mất .
160,Disgust,như ốc_bươu_vàng thì là thảm_họa rồi
341,Fear,vừa đây về đông kinh_hồn càng về đêm càng đông
1460,Disgust,đmm cái quần ngàn_thu
1138,Sadness,có đủ mọi gia_vị : < em thấy vị đắng của sự chua sót quá nhiều : )
48,Enjoyment,các b học_sinh đáng yêu quá
317,Disgust,thì đã sao ? miếng cơm nghề_nghiệp người_ta . nếu như không thích quay thì lên đòi ban tổ_chức ấy hoặc đừng có mà chơi bóng chứ đâu ra cái kiểu bố đời ấy
1714,Surprise,xem cái này mới biết vốn tiếng anh của mình cũng khá !
203,Fear,thế_giới này thật đáng sợ : 3 trả đĩa_bay cho tôi về đi : 3
781,Surprise,ông này có võ thiệt 😁 😁
826,Sadness,tình chỉ đẹp khi còn dang_dở lấy nhau rồi nham nhỉ lắm ai ơi .
731,Other,con_cái nhà ai mà bố_mẹ chăm cho đẫy_đà ngon_ngọt thế
715,Fear,chuột mà làm như người vậy . . ít hôm nó gặm cả rắn cả dây thì thấy mẹ . .
1930,Surprise,"và bức tường , khung lan_can , cây_cối y_nguyên sau ngần ấy năm ư ? 😜"
233,Fear,có chuyện gì thê bố . bố đừng làm con sợ : ( (
1544,Sadness,nó bỏ_mình đi rồi mỗi lần nghĩ tới nó ôi sao mà xót tim gan hơn mất người_yêu
465,Anger,"đm lũ chó bán thịt lợn sán cho các cháu lũ đấy phải tìm ra và xử_tử hết . loz mẹ chúng_mày vì lợi_nhuận giết hết cả tương_lai đất_nước , dume lũ chó_chết"
1715,Surprise,bất_ngờ : ) ) còn đút tay túi áo ? ?
1445,Anger,khác đéo gì . về thái_độ lồi_lõm nhìn muốn sút cho phát 🤬 🤬
137,Fear,trông rợn vãi : ) )
70,Other,phải thế mới hết thối được
417,Anger,chỉ vì tin “ nó không cắn đâu ” mà tao đã bị “ nó ” cắn 2 lần rồi . dume
1301,Disgust,bẩn vãi
1837,Anger,nó ăn cà_rốt chứ nó ăn cái gì mà liếc quễ mều mặp 😡
1125,Sadness,"bây_giờ con đã sai vì đã chưa làm gì được cho cha , con thật_sự xin_lỗi cha và mẹ ,"
632,Anger,thả tao ra để tao cắn chết mẹ nó = ) )
1815,Surprise,thằng này đấy móng tay dài nhất thế_giới đấy
911,Other,thoa kem chống nắng như người .
949,Other,khi gặp được người đem lại cảm_giác bình_yên mà từ trước đến giờ chưa từng có .
1182,Other,bếp thiiêu chân_mày
1843,Anger,con đĩ mất dại . trời_đánh tránh bữa ăn nha con ml
279,Fear,thế_giới giờ đáng sợ quá rồi 😌 😌 tâm phải tịnh không là tiêu nha mấy ông 😢
487,Other,vợ dùng phá quá nên boss mới thế 🤧
1623,Disgust,( ( = nói cái này quá là bình_thường luôn không đến mức phải xù lông nói là cười nhạo đâu ạ
53,Disgust,êu tự_ý đụng_chạm vào người khác đã là vô_duyên hãm lồn rồi . nhất là con_gái . bọn này ý_thức như đách lol
1416,Anger,dume tao chửi cho nó sấp_mặt luôn chứ còn gì nữa
1806,Enjoyment,cảm_giác thanh_thản vãi
1081,Other,đã bảo cho tôi đi trước rồi mà không chịu . : v
278,Disgust,"đều do lòng tham và sự ngu_dốt của cá_nhân gây ra , ngu cũng ngu vừa thôi ."
1794,Surprise,cho hỏi ngu tí là tiền bồi thươ ̀ người mấy vụ án oan lấy ra từ đâu_vậy ? ?
1015,Sadness,thằng này huhu em không biết phải đi xem phim với ai nữa 😭
658,Other,chắc chưa biết đến trụ đèn_đỏ nằm ngay chân cầu : )
1585,Disgust,gì cũng được chứ yêu 1 người vô_tâm thì đéo 🙂
108,Other,nói_chung là không nên uống chẳng bổ béo gì đâu
1423,Disgust,nằm đó mà mơ 🙂
1106,Enjoyment,moá cưng quá ? ?
1742,Surprise,ngáo . là có thật luôn này
1932,Disgust,bảo thẳng luôn dân việt_nam nghèo còn bày_đặt . không biết quý đồ ăn là gì . nói thì lại tự_ái quay ra đôi_co .
1709,Surprise,nhanh bất_ngờ đấy
